atm_id,date,total_withdrawals,total_deposits,cash_demand_next_day
ATM_0038,2022-08-05,50779,10065,53347
ATM_0038,2022-08-09,45147,18064,41026
ATM_0038,2022-08-10,32897,3453,34079
ATM_0038,2022-08-14,49899,13677,40054
ATM_0038,2022-08-15,54962,18393,41627
ATM_0038,2022-09-06,40100,7450,35269
ATM_0038,2022-09-09,69962,8303,62351
ATM_0038,2022-09-19,48063,25483,17669
ATM_0038,2022-09-22,67815,12483,53604
ATM_0038,2022-09-24,20119,15969,20579
ATM_0038,2022-10-01,80458,5291,82442
ATM_0038,2022-10-13,40248,9140,30255
ATM_0038,2022-10-26,36487,8404,27281
ATM_0038,2022-11-06,59777,12314,65169
ATM_0038,2022-11-08,72675,21040,53290
ATM_0038,2022-11-14,91429,15079,86881
ATM_0038,2022-11-20,59139,6095,44793
ATM_0038,2022-11-30,35618,3237,39486
ATM_0038,2023-01-05,30223,13004,28496
ATM_0038,2023-02-15,35413,20668,20989
ATM_0038,2023-02-27,37880,15064,28247
ATM_0038,2023-03-08,63035,24445,39443
ATM_0038,2023-03-16,169123,39872,123301
ATM_0038,2023-03-21,32165,12208,32159
ATM_0038,2023-03-31,48537,5945,53825
ATM_0038,2023-04-05,66244,4618,62847
ATM_0038,2023-04-07,55790,12718,41905
ATM_0038,2023-04-16,62394,9872,52441
ATM_0038,2023-04-19,64946,12998,66519
ATM_0038,2023-04-30,61136,6812,66457
ATM_0038,2023-05-01,46354,18553,33603
ATM_0038,2023-05-26,65732,4772,70714
ATM_0038,2023-06-01,44786,3871,40667
ATM_0038,2023-06-09,90805,17236,82363
ATM_0038,2023-06-17,59553,7624,42441
ATM_0038,2023-06-21,60695,263,50890
ATM_0038,2023-06-28,56918,7422,64639
ATM_0038,2023-07-09,43699,3861,42859
ATM_0038,2023-07-10,55117,10065,49301
ATM_0038,2023-07-22,106119,23921,86515
ATM_0038,2023-07-26,100568,12608,78236
ATM_0038,2023-08-01,67691,7654,73364
ATM_0038,2023-08-03,34165,8231,28806
ATM_0038,2023-08-14,59583,12779,45498
ATM_0038,2023-08-25,66448,11037,57140
ATM_0038,2023-08-28,43379,9328,43334
ATM_0038,2023-08-31,55924,13936,50386
ATM_0038,2023-09-03,80364,37876,55883
ATM_0038,2023-09-19,50347,16755,27000
ATM_0038,2023-09-23,31367,17965,13054
ATM_0038,2023-09-27,39294,11642,29182
ATM_0038,2023-10-04,102275,25100,100362
ATM_0038,2023-10-18,63188,11372,59748
ATM_0038,2023-10-23,36770,2786,36445
ATM_0038,2023-10-28,56049,10514,48314
ATM_0038,2023-11-02,23442,6818,17113
ATM_0038,2023-11-03,57528,10343,44962
ATM_0038,2023-11-05,65670,5160,66430
ATM_0038,2023-11-11,56163,7073,56258
ATM_0038,2023-11-13,39811,0,37561
ATM_0038,2023-11-16,18133,8988,12737
ATM_0038,2023-11-20,65278,11643,48611
ATM_0038,2023-12-02,77021,9375,55217
ATM_0038,2023-12-10,67351,4964,63564
ATM_0038,2023-12-17,41045,5871,35279
ATM_0038,2023-12-20,28348,9284,20282
ATM_0038,2023-12-21,22226,14092,4476
ATM_0038,2023-12-22,70566,9296,63418
ATM_0038,2023-12-23,117312,14567,106868
ATM_0038,2023-12-31,43685,10450,45653
ATM_0039,2022-01-09,46253,12642,32651
ATM_0039,2022-01-28,34929,13233,24718
ATM_0039,2022-02-10,100957,14354,104272
ATM_0039,2022-02-16,72649,6810,69686
ATM_0039,2022-03-11,57237,8882,37579
ATM_0039,2022-03-15,40128,8779,34530
ATM_0039,2022-03-18,29600,12015,19203
ATM_0039,2022-03-28,71075,21757,48053
ATM_0039,2022-04-01,39109,6880,40129
ATM_0039,2022-04-09,30243,13880,27560
ATM_0039,2022-04-10,66916,5374,72169
ATM_0039,2022-04-14,27782,19960,18331
ATM_0039,2022-04-20,51455,9250,50026
ATM_0039,2022-04-21,62302,7661,55928
ATM_0039,2022-04-22,38796,12632,33030
ATM_0039,2022-05-02,43827,9553,38699
ATM_0039,2022-05-06,90113,20370,72064
ATM_0039,2022-05-07,56503,1424,56487
ATM_0039,2022-05-09,24881,7447,22343
ATM_0039,2022-05-10,43733,1144,47263
ATM_0039,2022-05-24,42394,9321,36912
ATM_0039,2022-06-08,71998,7342,69300
ATM_0039,2022-06-11,45560,14591,32179
ATM_0039,2022-06-21,46208,10075,42269
ATM_0039,2022-07-04,46630,10526,44703
ATM_0039,2022-07-09,61096,17426,43517
ATM_0039,2022-07-15,63593,7029,69269
ATM_0039,2022-07-26,61754,11348,52971
ATM_0039,2022-07-30,48497,11074,47670
ATM_0039,2022-08-03,126110,23067,132353
ATM_0039,2022-08-13,89830,20893,71618
ATM_0039,2022-08-14,47975,6411,54477
ATM_0039,2022-08-19,54851,7165,57791
ATM_0039,2022-08-26,50396,16286,31979
ATM_0039,2022-09-14,23802,18555,10228
ATM_0039,2022-09-15,30127,12085,15725
ATM_0039,2022-09-17,35702,5030,39013
ATM_0039,2022-09-22,53764,11830,49807
ATM_0039,2022-10-06,44218,10835,42314
ATM_0039,2022-10-27,45439,5507,44093
ATM_0039,2022-11-13,76204,7154,76892
ATM_0039,2022-11-20,56696,9474,59142
ATM_0039,2022-11-21,21655,8014,14777
ATM_0039,2022-12-01,93235,26983,76180
ATM_0039,2022-12-02,107416,15328,75515
ATM_0039,2022-12-11,45677,10915,43364
ATM_0039,2022-12-12,57229,14727,35762
ATM_0039,2022-12-27,24461,11280,16053
ATM_0039,2023-01-01,59313,11059,57653
ATM_0039,2023-01-04,86732,8296,74747
ATM_0039,2023-01-12,57100,9850,58359
ATM_0039,2023-01-13,64202,10275,72908
ATM_0039,2023-01-18,22001,17567,16407
ATM_0039,2023-02-04,43302,13355,45006
ATM_0039,2023-02-18,43140,14242,43621
ATM_0039,2023-02-25,42648,13339,40270
ATM_0039,2023-02-26,48126,10750,40709
ATM_0039,2023-03-03,54089,11711,45226
ATM_0039,2023-03-18,68381,20969,61095
ATM_0039,2023-04-01,39316,1579,40692
ATM_0039,2023-04-03,33322,9484,30525
ATM_0039,2023-04-08,47750,4422,36898
ATM_0039,2023-04-10,36804,9128,30762
ATM_0039,2023-04-13,37925,7611,25796
ATM_0039,2023-04-18,58152,15628,42196
ATM_0039,2023-04-20,37942,12929,26431
ATM_0039,2023-04-28,49191,19469,43250
ATM_0039,2023-04-29,26790,3952,19144
ATM_0039,2023-05-01,99229,20199,80318
ATM_0039,2023-05-03,87783,23914,76849
ATM_0039,2023-05-19,38537,14380,32251
ATM_0039,2023-05-22,53145,1140,46389
ATM_0039,2023-05-23,39393,18212,16770
ATM_0039,2023-06-17,66783,16372,52900
ATM_0039,2023-06-26,64199,4413,55122
ATM_0039,2023-06-28,41438,7238,31297
ATM_0039,2023-07-07,49148,5547,47018
ATM_0039,2023-07-08,90194,6977,88162
ATM_0039,2023-07-11,21799,8138,18714
ATM_0039,2023-07-14,47821,9587,44146
ATM_0039,2023-07-16,43358,6847,47929
ATM_0039,2023-07-20,22396,16640,11229
ATM_0039,2023-07-30,42153,6352,35928
ATM_0039,2023-07-31,32211,10914,20115
ATM_0039,2023-08-03,47720,2371,54741
ATM_0039,2023-08-08,54079,9740,37102
ATM_0039,2023-08-11,82939,3815,82354
ATM_0039,2023-08-12,65300,11706,66357
ATM_0039,2023-08-13,57097,11004,51081
ATM_0039,2023-08-18,38159,2807,42361
ATM_0039,2023-08-21,41773,13125,33717
ATM_0039,2023-08-24,43282,19989,19959
ATM_0039,2023-08-27,35328,0,28377
ATM_0039,2023-09-02,50815,13814,45296
ATM_0039,2023-09-11,35693,3675,37959
ATM_0039,2023-09-24,59184,2202,64171
ATM_0039,2023-10-03,94955,13444,96683
ATM_0039,2023-11-05,34197,9334,28113
ATM_0039,2023-11-07,44584,15516,24996
ATM_0039,2023-11-18,70426,10917,82952
ATM_0039,2023-11-20,6179,12182,0
ATM_0039,2023-12-05,35333,9742,30692
ATM_0039,2023-12-13,71030,9033,76845
ATM_0039,2023-12-19,51328,12732,39668
ATM_0039,2023-12-26,75434,8371,78354
ATM_0039,2023-12-27,43116,9136,31993
ATM_0039,2024-01-01,60128,4974,69174
ATM_0040,2022-01-08,31480,5568,30924
ATM_0040,2022-01-16,34914,6286,31474
ATM_0040,2022-01-17,56933,15234,53731
ATM_0040,2022-01-31,41230,17237,38141
ATM_0040,2022-02-05,101447,7857,87272
ATM_0040,2022-02-11,35231,9058,30326
ATM_0040,2022-02-13,67149,15181,65014
ATM_0040,2022-02-28,66814,14027,65799
ATM_0040,2022-03-07,52719,8324,52866
ATM_0040,2022-03-16,51137,6614,44393
ATM_0040,2022-03-28,60528,16692,51465
ATM_0040,2022-04-02,61371,6114,57395
ATM_0040,2022-04-05,60671,25564,37409
ATM_0040,2022-04-11,50281,12586,39506
ATM_0040,2022-04-14,13470,13420,5215
ATM_0040,2022-05-07,49117,8895,51127
ATM_0040,2022-05-12,64337,5951,69131
ATM_0040,2022-05-23,58903,0,47572
ATM_0040,2022-06-06,33546,14110,18965
ATM_0040,2022-06-09,64941,5738,72842
ATM_0040,2022-06-24,88010,19052,76941
ATM_0040,2022-07-01,66126,10567,56520
ATM_0040,2022-07-21,72893,13837,65712
ATM_0040,2022-08-02,44307,9638,42941
ATM_0040,2022-08-04,50430,12610,46522
ATM_0040,2022-08-08,51542,17811,28290
ATM_0040,2022-08-15,32874,9031,21952
ATM_0040,2022-09-10,44111,7173,34116
ATM_0040,2022-09-20,44458,20322,37952
ATM_0040,2022-10-08,42066,13887,32501
ATM_0040,2022-10-19,26651,7859,18513
ATM_0040,2022-10-22,59101,8338,46373
ATM_0040,2022-10-24,43648,6313,30188
ATM_0040,2022-11-03,52888,21960,30931
ATM_0040,2022-11-10,26408,5901,25277
ATM_0040,2022-11-17,33332,8278,25335
ATM_0040,2022-11-23,36000,9135,34843
ATM_0040,2022-11-25,57238,8024,43555
ATM_0040,2022-12-01,31015,11446,32323
ATM_0040,2022-12-11,27578,10682,18312
ATM_0040,2022-12-13,75180,441,86525
ATM_0040,2022-12-15,60777,8470,53310
ATM_0040,2022-12-22,34337,14239,25758
ATM_0040,2022-12-25,24523,1074,24024
ATM_0040,2023-01-06,77784,14112,61200
ATM_0040,2023-01-12,99693,25348,78454
ATM_0040,2023-01-14,42515,11434,39240
ATM_0040,2023-01-29,61287,7059,56812
ATM_0040,2023-01-30,45223,10080,29304
ATM_0040,2023-02-22,161006,20295,169761
ATM_0040,2023-02-24,84380,14320,81365
ATM_0040,2023-03-01,64765,3352,51103
ATM_0040,2023-03-09,40882,3552,40255
ATM_0040,2023-03-24,46356,15385,41671
ATM_0040,2023-03-26,51419,11487,41922
ATM_0040,2023-03-27,43781,8891,41138
ATM_0040,2023-04-01,31941,13117,17639
ATM_0040,2023-04-05,57488,7390,43500
ATM_0040,2023-04-13,48206,9827,39744
ATM_0040,2023-04-17,39854,19004,17874
ATM_0040,2023-04-19,49580,10442,32376
ATM_0040,2023-04-29,54249,15033,37605
ATM_0040,2023-05-10,39801,5684,34878
ATM_0040,2023-05-26,70364,9282,52557
ATM_0040,2023-05-30,52215,5834,51846
ATM_0040,2023-05-31,59271,11732,52442
ATM_0040,2023-06-18,31650,22061,10448
ATM_0040,2023-06-24,49529,13144,34432
ATM_0040,2023-07-07,19890,1260,17662
ATM_0040,2023-07-17,71141,13594,51443
ATM_0040,2023-07-19,67302,15812,67761
ATM_0040,2023-07-28,76493,27348,62153
ATM_0040,2023-07-29,64588,6364,71752
ATM_0040,2023-07-31,55335,10957,39387
ATM_0040,2023-08-28,53793,13126,52065
ATM_0040,2023-08-31,78027,10345,91026
ATM_0040,2023-09-05,76286,10293,57909
ATM_0040,2023-09-07,51461,21443,39277
ATM_0040,2023-09-08,29242,7016,29231
ATM_0040,2023-09-11,80096,14393,68625
ATM_0040,2023-09-27,43033,12310,36095
ATM_0040,2023-10-01,67458,8714,49940
ATM_0040,2023-10-04,103947,25630,92001
ATM_0040,2023-10-15,37504,9416,28759
ATM_0040,2023-10-16,36444,11621,32945
ATM_0040,2023-10-17,29506,18587,22482
ATM_0040,2023-10-18,38515,8589,35327
ATM_0040,2023-10-21,24906,12021,10309
ATM_0040,2023-10-30,65595,28466,45814
ATM_0040,2023-11-04,44624,525,40627
ATM_0040,2023-11-16,149696,34019,129176
ATM_0040,2023-12-05,48451,0,51023
ATM_0040,2023-12-06,56419,18615,35361
ATM_0040,2023-12-08,45415,0,38272
ATM_0040,2023-12-13,35337,11680,27966
ATM_0040,2023-12-14,37033,13463,25003
ATM_0040,2023-12-15,44613,3497,46696
ATM_0040,2023-12-16,54506,19074,32729
ATM_0040,2023-12-18,37953,6340,40917
ATM_0040,2023-12-21,81491,10456,88130
ATM_0040,2023-12-22,43834,11154,29868
ATM_0040,2023-12-26,57057,19861,27130
ATM_0041,2022-01-03,73270,11129,80392
ATM_0041,2022-01-09,70617,4979,56054
ATM_0041,2022-01-14,64531,8810,53052
ATM_0041,2022-01-24,7437,7731,15361
ATM_0041,2022-01-25,56892,12836,61444
ATM_0041,2022-02-01,53378,13463,48459
ATM_0041,2022-02-04,120122,15156,113911
ATM_0041,2022-02-13,45679,16915,30178
ATM_0041,2022-02-17,38140,8588,39210
ATM_0041,2022-03-01,33655,6076,34566
ATM_0041,2022-03-02,35141,7168,40993
ATM_0041,2022-03-09,35623,7124,35700
ATM_0041,2022-04-02,45386,5161,51751
ATM_0041,2022-04-14,12614,13299,0
ATM_0041,2022-04-25,57450,9308,44165
ATM_0041,2022-05-05,49701,9463,48823
ATM_0041,2022-05-18,50001,9709,49419
ATM_0041,2022-05-28,28695,13006,16667
ATM_0041,2022-06-13,10703,14109,0
ATM_0041,2022-06-25,43090,15285,23127
ATM_0041,2022-06-28,67466,9209,53974
ATM_0041,2022-06-30,24555,11793,21992
ATM_0041,2022-07-05,38948,15047,36528
ATM_0041,2022-07-08,35387,13269,23998
ATM_0041,2022-07-26,78386,23714,56111
ATM_0041,2022-08-05,57947,17207,37843
ATM_0041,2022-08-14,69154,11690,56686
ATM_0041,2022-08-22,69174,9695,46804
ATM_0041,2022-09-03,67303,16931,56357
ATM_0041,2022-09-06,32992,13504,38249
ATM_0041,2022-09-19,34749,8779,38818
ATM_0041,2022-09-22,51521,6231,55925
ATM_0041,2022-09-26,33833,6348,22905
ATM_0041,2022-09-30,52231,12603,49394
ATM_0041,2022-10-02,43677,16360,24138
ATM_0041,2022-10-07,85196,13281,83612
ATM_0041,2022-10-22,116887,15292,112798
ATM_0041,2022-10-26,58601,14379,45200
ATM_0041,2022-11-02,81437,17972,53795
ATM_0041,2022-11-03,43323,0,40321
ATM_0041,2022-11-09,50495,16734,43429
ATM_0041,2022-11-17,48390,12238,42129
ATM_0041,2022-11-21,51171,4850,49015
ATM_0041,2022-11-26,40834,12023,22721
ATM_0041,2022-12-13,34239,9186,32212
ATM_0041,2022-12-14,59841,13846,42075
ATM_0041,2022-12-23,69293,12154,64569
ATM_0041,2022-12-28,40789,14339,33210
ATM_0041,2023-01-04,113453,9682,115859
ATM_0041,2023-01-08,73165,8866,75154
ATM_0041,2023-01-15,62497,6848,53894
ATM_0041,2023-02-13,43562,10399,39804
ATM_0041,2023-03-04,56715,10982,55307
ATM_0041,2023-03-12,37421,3450,35177
ATM_0041,2023-03-19,61190,11803,45619
ATM_0041,2023-04-12,31494,11261,20998
ATM_0041,2023-04-13,72597,6370,61683
ATM_0041,2023-04-18,35659,21588,18700
ATM_0041,2023-04-20,49959,7407,33916
ATM_0041,2023-04-29,107092,23190,83700
ATM_0041,2023-05-27,43696,2485,53591
ATM_0041,2023-05-28,55396,7506,51628
ATM_0041,2023-06-08,53867,4031,65312
ATM_0041,2023-06-10,44171,22299,29062
ATM_0041,2023-06-19,55775,0,73464
ATM_0041,2023-06-30,80632,9710,65118
ATM_0041,2023-07-05,53963,9798,34721
ATM_0041,2023-07-14,32573,21665,21656
ATM_0041,2023-07-24,42656,10209,43493
ATM_0041,2023-07-29,64512,8486,61254
ATM_0041,2023-08-02,27207,11220,16453
ATM_0041,2023-08-10,22592,3895,17687
ATM_0041,2023-08-12,32954,11158,24586
ATM_0041,2023-08-14,69724,5636,73911
ATM_0041,2023-08-15,43873,9886,35433
ATM_0041,2023-08-21,34297,15087,32119
ATM_0041,2023-09-12,53386,13316,56717
ATM_0041,2023-09-17,63444,14226,56006
ATM_0041,2023-09-20,56539,0,60434
ATM_0041,2023-09-27,54489,10160,38038
ATM_0041,2023-09-30,49037,11643,40231
ATM_0041,2023-10-02,29693,13672,18351
ATM_0041,2023-10-05,44727,5447,30825
ATM_0041,2023-10-09,59137,12862,50775
ATM_0041,2023-10-11,57551,4885,52009
ATM_0041,2023-10-24,54346,5965,58577
ATM_0041,2023-11-02,49497,16613,39616
ATM_0041,2023-11-05,42892,9927,35748
ATM_0041,2023-11-16,60427,10076,46902
ATM_0041,2023-12-04,84471,12292,80897
ATM_0041,2023-12-09,44058,12966,40389
ATM_0041,2023-12-21,60906,12895,46309
ATM_0041,2023-12-22,51149,7441,54027
ATM_0041,2023-12-23,61368,9122,46070
ATM_0042,2022-01-01,50864,8767,42094
ATM_0042,2022-01-14,55686,7336,39561
ATM_0042,2022-02-02,68652,8455,56647
ATM_0042,2022-02-08,58986,2874,62266
ATM_0042,2022-02-10,61736,13345,40710
ATM_0042,2022-02-11,39202,12008,28182
ATM_0042,2022-02-15,34235,8298,29356
ATM_0042,2022-02-17,72540,2620,83046
ATM_0042,2022-02-18,66563,1375,63338
ATM_0042,2022-02-20,32638,95,34166
ATM_0042,2022-02-23,34201,7964,27829
ATM_0042,2022-02-28,62199,5780,64594
ATM_0042,2022-03-18,33710,1561,31879
ATM_0042,2022-04-01,24717,2996,19353
ATM_0042,2022-04-03,55402,4649,54956
ATM_0042,2022-04-06,59301,5933,55824
ATM_0042,2022-04-12,53115,4594,57604
ATM_0042,2022-04-20,53452,20958,35633
ATM_0042,2022-04-27,45389,16219,31625
ATM_0042,2022-05-07,65579,10465,54623
ATM_0042,2022-05-29,36086,9048,26980
ATM_0042,2022-06-14,60965,12692,41539
ATM_0042,2022-06-18,62763,9313,44596
ATM_0042,2022-06-19,52150,12844,43524
ATM_0042,2022-06-22,22456,12539,13857
ATM_0042,2022-06-23,41938,13873,25107
ATM_0042,2022-06-26,55210,9004,55959
ATM_0042,2022-06-28,53783,17744,42182
ATM_0042,2022-07-10,54526,7437,52050
ATM_0042,2022-07-11,46298,7945,38422
ATM_0042,2022-07-16,46737,9410,32485
ATM_0042,2022-07-18,44639,13222,43236
ATM_0042,2022-07-30,27009,4357,26496
ATM_0042,2022-08-24,64571,3523,49916
ATM_0042,2022-08-26,48407,12372,30299
ATM_0042,2022-09-08,111872,30234,86103
ATM_0042,2022-09-12,41918,6398,32281
ATM_0042,2022-09-28,19673,9493,16712
ATM_0042,2022-10-04,32346,12972,30560
ATM_0042,2022-10-22,35593,6126,30508
ATM_0042,2022-11-04,90713,23434,73721
ATM_0042,2022-11-16,34552,6721,33248
ATM_0042,2022-11-18,30074,10828,23396
ATM_0042,2022-11-19,45800,10563,42295
ATM_0042,2022-11-23,54414,18815,39845
ATM_0042,2022-11-28,57642,9063,55207
ATM_0042,2022-12-10,63051,12478,52885
ATM_0042,2023-01-04,61675,7244,45951
ATM_0042,2023-01-05,68584,14035,64773
ATM_0042,2023-01-08,129292,16921,126894
ATM_0042,2023-01-13,117301,14643,109279
ATM_0042,2023-01-16,46247,17567,36001
ATM_0042,2023-01-23,21952,8495,16149
ATM_0042,2023-01-26,112199,30491,68738
ATM_0042,2023-01-27,68830,6571,70583
ATM_0042,2023-02-11,45782,8704,37014
ATM_0042,2023-02-17,42220,12585,46141
ATM_0042,2023-02-26,42514,1196,33900
ATM_0042,2023-03-18,33444,8346,30432
ATM_0042,2023-03-20,34283,14588,29210
ATM_0042,2023-03-27,71129,9371,60020
ATM_0042,2023-03-29,124096,14816,104385
ATM_0042,2023-04-01,41108,14518,40272
ATM_0042,2023-04-08,27009,9018,20133
ATM_0042,2023-04-10,19288,1738,19856
ATM_0042,2023-05-03,75533,12827,69225
ATM_0042,2023-05-11,38701,9432,24809
ATM_0042,2023-05-16,58860,2955,49963
ATM_0042,2023-05-17,59342,8480,61400
ATM_0042,2023-05-18,18172,6960,12889
ATM_0042,2023-05-24,43474,2609,42808
ATM_0042,2023-05-27,45361,7604,36893
ATM_0042,2023-06-18,93026,1657,107387
ATM_0042,2023-07-08,39284,19328,36840
ATM_0042,2023-07-12,48027,14130,45190
ATM_0042,2023-07-24,55938,16921,33148
ATM_0042,2023-07-27,51392,13803,41698
ATM_0042,2023-08-13,50026,7419,44636
ATM_0042,2023-08-22,27092,5076,20406
ATM_0042,2023-08-31,67245,11482,54836
ATM_0042,2023-09-09,45273,14665,22691
ATM_0042,2023-09-15,44411,12997,32320
ATM_0042,2023-09-20,51392,16328,46455
ATM_0042,2023-09-21,72815,5255,65020
ATM_0042,2023-10-11,58922,6933,64492
ATM_0042,2023-10-12,38208,3620,28859
ATM_0042,2023-10-18,37630,7016,34433
ATM_0042,2023-11-08,35140,16886,18142
ATM_0042,2023-11-19,52151,12876,40474
ATM_0042,2023-11-20,52408,10015,40214
ATM_0042,2023-11-21,45028,7406,46419
ATM_0042,2023-11-29,48138,5384,44622
ATM_0042,2023-12-04,79138,12256,72741
ATM_0042,2023-12-12,21356,6048,15218
ATM_0042,2023-12-18,5796,18023,0
ATM_0042,2023-12-22,56122,24715,44641
ATM_0042,2023-12-29,52885,9432,55987
ATM_0043,2022-01-01,52381,15780,40733
ATM_0043,2022-01-05,41232,16691,25799
ATM_0043,2022-01-06,66381,7260,62304
ATM_0043,2022-01-20,62439,10774,53513
ATM_0043,2022-02-18,54942,7919,56054
ATM_0043,2022-02-20,55533,10058,42915
ATM_0043,2022-02-22,57257,9788,50232
ATM_0043,2022-03-04,32918,6730,28133
ATM_0043,2022-03-06,46698,2611,43212
ATM_0043,2022-03-10,61618,18842,56591
ATM_0043,2022-03-28,58802,8654,55674
ATM_0043,2022-03-29,56373,15861,51550
ATM_0043,2022-03-30,33377,21665,12402
ATM_0043,2022-03-31,57903,12550,37179
ATM_0043,2022-04-04,32440,8510,27551
ATM_0043,2022-04-09,49966,4662,36893
ATM_0043,2022-04-26,53695,6459,50712
ATM_0043,2022-04-28,59196,4896,68154
ATM_0043,2022-05-01,92515,10994,78531
ATM_0043,2022-05-11,37241,17272,18854
ATM_0043,2022-05-13,35602,5719,25872
ATM_0043,2022-05-14,43218,7816,36390
ATM_0043,2022-05-19,38331,10372,23889
ATM_0043,2022-05-26,40078,14936,27504
ATM_0043,2022-05-30,56607,13380,57082
ATM_0043,2022-05-31,34173,13463,22998
ATM_0043,2022-06-09,37736,22426,10374
ATM_0043,2022-06-21,66887,9580,68517
ATM_0043,2022-06-26,42444,4035,35859
ATM_0043,2022-06-30,60768,20070,56996
ATM_0043,2022-07-03,66861,20529,49585
ATM_0043,2022-07-07,40062,10504,31321
ATM_0043,2022-07-09,102333,8859,96923
ATM_0043,2022-07-12,27223,10231,18525
ATM_0043,2022-07-19,51689,10233,47225
ATM_0043,2022-08-02,41273,4130,37121
ATM_0043,2022-08-06,36580,17234,19917
ATM_0043,2022-08-25,58579,5805,46373
ATM_0043,2022-09-06,37949,9204,29519
ATM_0043,2022-09-12,46157,8792,34159
ATM_0043,2022-09-13,61637,8328,53875
ATM_0043,2022-09-29,63595,11053,65758
ATM_0043,2022-09-30,101784,29005,84268
ATM_0043,2022-10-09,44574,13290,35719
ATM_0043,2022-10-13,29755,26886,9701
ATM_0043,2022-10-25,54061,4198,47837
ATM_0043,2022-10-29,38791,12980,25068
ATM_0043,2022-11-01,74977,29052,58002
ATM_0043,2022-11-10,62026,4968,58874
ATM_0043,2022-11-21,63109,10392,57339
ATM_0043,2022-12-01,67456,25556,48766
ATM_0043,2022-12-19,46483,6081,38428
ATM_0043,2022-12-30,41780,8394,31459
ATM_0043,2023-01-04,23433,12357,15184
ATM_0043,2023-01-08,55530,8605,42350
ATM_0043,2023-01-11,95788,27642,77029
ATM_0043,2023-01-18,63723,13898,48713
ATM_0043,2023-01-27,46526,9904,38560
ATM_0043,2023-01-28,42990,13018,40055
ATM_0043,2023-02-05,82305,4812,79340
ATM_0043,2023-02-12,55921,11812,39810
ATM_0043,2023-02-13,141322,14766,143385
ATM_0043,2023-02-17,42102,1885,46723
ATM_0043,2023-02-20,47213,4436,35532
ATM_0043,2023-03-02,73739,10423,80905
ATM_0043,2023-03-05,60316,7041,51373
ATM_0043,2023-03-16,51675,4510,44139
ATM_0043,2023-03-19,63656,6448,61551
ATM_0043,2023-03-22,77286,12337,90772
ATM_0043,2023-03-26,62175,11659,61520
ATM_0043,2023-04-05,48446,8930,44150
ATM_0043,2023-04-08,41830,8640,42791
ATM_0043,2023-04-10,28907,14603,17964
ATM_0043,2023-04-30,54662,16152,41796
ATM_0043,2023-05-01,37196,11319,35274
ATM_0043,2023-05-03,53647,7648,45880
ATM_0043,2023-05-09,62307,12536,54277
ATM_0043,2023-06-12,56080,4307,71013
ATM_0043,2023-06-15,38568,12405,40714
ATM_0043,2023-06-18,33159,11912,25578
ATM_0043,2023-06-28,65230,7044,70268
ATM_0043,2023-07-02,56721,12614,44955
ATM_0043,2023-07-05,38655,22936,18382
ATM_0043,2023-07-08,37672,7247,35848
ATM_0043,2023-07-14,95733,23550,76270
ATM_0043,2023-07-22,58755,13702,61202
ATM_0043,2023-07-28,56865,15825,43157
ATM_0043,2023-08-03,38231,13060,18993
ATM_0043,2023-08-04,21874,15899,22419
ATM_0043,2023-08-05,41440,7117,32479
ATM_0043,2023-08-15,44597,20145,23488
ATM_0043,2023-09-07,57445,4602,60393
ATM_0043,2023-09-15,51381,947,56457
ATM_0043,2023-09-21,37743,10943,38264
ATM_0043,2023-09-22,50395,10942,48733
ATM_0043,2023-10-12,41679,12652,38585
ATM_0043,2023-10-26,33849,7022,27058
ATM_0043,2023-10-28,48681,10911,34997
ATM_0043,2023-11-05,104499,17978,85133
ATM_0043,2023-11-09,48017,17829,30656
ATM_0043,2023-11-12,47915,18824,37642
ATM_0043,2023-11-13,35577,9741,24316
ATM_0043,2023-11-16,59885,2194,63867
ATM_0043,2023-12-07,57178,13088,46756
ATM_0043,2023-12-08,53764,5859,48354
ATM_0043,2023-12-12,55530,8033,39396
ATM_0043,2023-12-21,137705,22347,112081
ATM_0043,2023-12-29,41309,8449,35575
ATM_0044,2022-01-05,56948,3164,61309
ATM_0044,2022-01-12,26618,19624,15152
ATM_0044,2022-01-19,36066,7479,25830
ATM_0044,2022-01-21,47882,5084,44632
ATM_0044,2022-01-24,47063,4788,38832
ATM_0044,2022-01-26,47367,0,53436
ATM_0044,2022-02-21,37885,8042,36009
ATM_0044,2022-02-23,51090,7658,44010
ATM_0044,2022-03-16,57704,9813,50766
ATM_0044,2022-03-27,60912,0,74681
ATM_0044,2022-04-01,39466,4009,32590
ATM_0044,2022-04-07,41921,5911,31969
ATM_0044,2022-04-09,61759,8554,52678
ATM_0044,2022-04-11,58233,8725,48273
ATM_0044,2022-04-16,63668,4360,71391
ATM_0044,2022-04-20,17326,7352,18943
ATM_0044,2022-04-21,55837,15482,45588
ATM_0044,2022-04-27,55822,0,66076
ATM_0044,2022-04-28,57163,5413,42037
ATM_0044,2022-05-02,62143,11470,59027
ATM_0044,2022-05-07,64615,8658,52933
ATM_0044,2022-05-11,56164,6961,53962
ATM_0044,2022-05-12,47203,7603,34327
ATM_0044,2022-05-16,43773,9478,40463
ATM_0044,2022-05-18,26527,13395,21769
ATM_0044,2022-05-21,68574,10106,70430
ATM_0044,2022-06-08,113517,30570,94291
ATM_0044,2022-06-12,63889,9544,54629
ATM_0044,2022-06-13,127761,14359,110097
ATM_0044,2022-06-19,23908,8091,22774
